0,159
1,967
2,87510
3,215644
4,967
5,167
6,178
7,36815
8,13791
9,121
10,13880
11,8788
12,44829
13,4326
14,1518
15,55
16,3632
17,27
18,194216
19,224399
20,450
21,654
22,7699
23,61
24,118
25,192
26,20260
27,203
28,136
29,223
30,1120
31,227
32,5035
33,1015
34,353
35,564
36,8145
37,36639
38,158
39,591
40,117
41,176
42,295221
43,2206
44,26
45,174531
46,1070
47,85
48,845
49,367
50,1598
51,284
52,17057
53,129
54,542
55,10479
56,805
57,129
58,1403
59,3971
60,534
61,7774
62,38846
63,2431
64,6090
65,295
66,190
67,40211
68,356
69,52530
70,116986
71,1379
72,271920
73,736
74,7021
75,197
76,737
77,3574
78,994
79,197136
80,142
81,15168
82,2155
83,138
84,5414
85,21777
86,348
87,250
88,13372
89,7880
90,3617
91,4806
92,65786
93,31433
94,5097
95,1754
96,2680
97,1288
98,18900
99,49790
100,1150
101,1739
102,32090
103,2225
104,4369
105,8572
106,964
107,42050
108,104
109,17934
110,601
111,36
112,187
113,182
114,30
115,134
116,74
117,113715
118,3595
119,9315
120,75
121,38
122,26834
123,119
124,2277
125,2280
126,654
127,184
128,9
129,77
130,35
131,364
132,18
133,473
134,30
135,66
136,3871
137,257
138,62
139,2914724
140,1857
141,4478
142,577550
143,814080
144,246315
145,454060
146,155446
147,418
148,22486
149,203130
150,1435
151,116507
152,1433233
153,90468
154,860
155,363934
156,967
157,87873
158,17506
159,1862
160,2084
161,47303
162,19080
163,161
164,85842
165,7831
166,91615
167,4620
168,21336
169,26875
170,1778
171,2709
172,64513
173,8342
174,527
175,1322
176,1680
177,2739
178,1065
179,233757
180,2
181,8788
182,51269
183,30105
184,156
185,114
186,341157
187,16129
188,674730
189,1254730
190,85185
191,32584
192,217730
193,70991
194,1002861
195,16589
196,148945
197,4458
198,62272
199,8941
200,46353
201,1279184
202,88073
203,67000
204,159872
205,30847
206,188841
207,11622
208,95912
209,4034
210,45964
211,14955
212,6903
213,31614
214,23055
215,19023
216,207372
217,1225
218,380837
219,10600
220,74359
221,822
222,80805
223,2287
224,4162
225,14760
226,23243
227,9
228,8978
229,80805
230,42492
231,286897
232,103755
233,46505
234,11442
235,10295
236,159872
237,296
238,29313
239,70991
240,51507
241,1802
242,1383
243,23175
244,5868
245,2111
246,5448
247,4159
248,20815
249,78662
250,7149
251,3079
252,5800
253,6989
254,16422
255,108741
256,31614
257,624
258,1661
259,97702
260,308
261,6989
262,5211
263,1058
264,78172
265,159872
266,296
267,29313
268,70991
269,51507
270,1802
271,1383
272,23175
273,5868
274,2111
275,5448
276,4159
277,20815
278,78662
279,7149
280,3079
281,5800
282,6989
283,16422
284,8978
285,80804
286,42492
287,286897
288,103755
289,46505
290,11442
291,10295
292,217730
293,1002859
294,51510
295,413
296,23175
297,1013635
298,24005
299,57106
300,2249
301,516
302,834
303,1010
304,238970
305,302
306,438
307,73
308,39
309,144
310,2181
311,93965
312,1446
313,12088
314,314
315,25671
316,15194
317,22551
318,29839
319,279
320,564387
321,1330
322,1677
323,757
324,115
325,125
326,9952
327,18814
328,21
329,15
330,51981
331,3596
332,1006
333,5968
334,4895
335,56642847
336,69119316
337,125257
338,9642995
339,1429035
340,4604324
341,3419249
342,11334799
343,158679
344,3075028
345,4187998
346,659395
347,4785892
348,66602
349,30209
350,36901
351,5149854
352,192948
353,99559
354,437674
355,13698
356,2473509
357,20769
358,36880
359,171031
360,63543
361,45487
362,615381
363,2451083
364,33053
365,5387333
366,3648120
367,136662
368,42370
369,781810
370,3128250
371,2083237
372,541389
373,46702
374,2939
375,13761
376,258556
377,40751
378,17712922
379,25021
380,27187
381,69119316
382,56646578
383,4785988
384,122498
385,11334973
386,3419433
387,132014
388,83239
389,594728
390,5387446
391,10484169
392,3128509
393,2451093
394,171031
395,2876500
396,781810
397,28238
398,335646
399,350154
400,349384
401,346982
402,244863
403,10790289
404,330761
405,37320
406,12842860
407,2546527
408,36893
409,15880
410,346980
411,9643041
412,3075118
413,2264916
414,541389
415,2473693
416,42925
417,5150471
418,2511130
419,3648480
420,17714850
421,13100
422,27156
423,55098
424,1133501
425,12578
426,10965
427,18247
428,190613
429,125232
430,83239
431,11334973
432,72065
433,27540
434,104990
435,177703
436,17529
437,177263
438,237468
439,32254
440,483565
441,552441
442,60308
443,457283
444,93825
445,32283
446,15287
447,205739
448,14873
449,7820209
450,9498
451,4604483
452,4188142
453,88427
454,305218
455,183374
456,20901
457,122595
458,124346
459,837842
460,255
461,41420
462,44706
463,23707
464,3419513
465,4785988
466,594728
467,11335255
468,10484169
469,5387446
470,29208
471,191032
472,350154
473,244863
474,10790289
475,2546527
476,1545
477,57
478,0
479,0
480,4
481,2
482,516801
483,285726
484,76646
485,2556
486,7779
487,61637
488,12632
489,313724
490,48845
491,305708
492,31320
493,172460
494,4195
495,11633
496,10212
497,37053
498,667
499,13202
500,28671
501,1157
502,212626
503,222888
504,2067
505,1643
506,105
507,3414
508,42194
509,11806
510,1999
511,22544
512,97684
513,2519
514,1146
515,13046
516,17268
517,8722
518,953
519,2593
520,5377
521,852
522,212
523,1972
524,35206
525,5164
526,1939
527,277
528,80
529,825
530,40035
531,1093
532,135418
533,1601
534,2212
535,57081
536,241
537,63986
538,7888
539,535
540,5084
541,2430
542,285726
543,48845
544,2556
545,7779
546,837
547,12632
548,61637
549,5377
550,11633
551,313724
552,738
553,305708
554,953
555,4631
556,222888
557,17268
558,5164
559,4953
560,4195
561,28671
562,212626
563,1439
564,1645
565,13204
566,853
567,337
568,13049
569,51698
570,923
571,1546
572,149
573,198
574,135420
575,22545
576,8723
577,23170
578,13890
579,57083
580,537
581,13440
582,143
583,1059
584,894
585,6191
586,2212
587,15081
588,80
589,218
590,35205
591,243950
592,236
593,5152
594,1576
595,6701
596,40039
597,742
598,187
599,2506
600,182986
601,8661
602,8
603,59
604,35
605,28
606,125
607,185
608,6
609,110
610,3
611,3
612,5
613,3
614,84
615,2
616,20
617,2
618,776
619,2
620,1
621,0
622,14
623,0
624,1
625,1
626,3
627,0
628,0
629,24
630,0
631,23
632,0
633,5
634,18
635,0
636,6
637,1
638,2
639,0
640,5
641,0
642,0
643,0
644,0
645,1
646,11
647,4
648,14
649,0
650,1
651,104
652,0
653,14
654,3
655,101
656,120
657,24
658,0
659,0
660,0
661,6
662,4954
663,954
664,2560
665,59
666,3
667,10212
668,105
669,21
670,42197
671,28
672,6
673,5168
674,12633
675,41605
676,8
677,218
678,3
679,2433
680,185
681,80
682,35
683,3
684,5
685,125
686,791
687,110
688,5323
689,478
690,825
691,69
692,158
693,24
694,53
695,182986
696,1157
697,97699
698,8
699,6289924
700,181893
701,2544
702,85375
703,314299
704,776
705,9770
706,32346
707,4075
708,10611
709,9321
710,56065
711,14286
712,133136
713,2469
714,36212
715,390
716,1090
717,266948
718,342918
719,748
720,172640
721,61
722,1619
723,3168
724,29855
725,6736
726,7005
727,889
728,5741
729,27572
730,10852
731,9888
732,1929
733,1516
734,215301
735,423
736,254519
737,1107903
738,85375
739,181893
740,211856
741,99020
742,90481
743,32381
744,248912
745,248555
746,215301
747,272145
748,56897
749,8599
750,41185
751,29980
752,304
753,358
754,11904
755,22251
756,22384
757,99020
758,73404
759,12733
760,25183
761,52743
762,61749
763,55704
764,19277
765,13612
766,37862
767,18372
768,656
769,240
770,275
771,13791
772,3692
773,2363
774,1769
775,430
776,756
777,3963
778,316
779,642
780,1058
781,2277
782,85375
783,181893
784,6290507
785,211856
786,90481
787,99020
788,22384
789,32380
790,172505
791,69493
792,8599
793,1107884
794,41185
795,7973
796,266935
797,5695
798,142632
799,6290507
800,55256
801,172508
802,54798
803,4815
804,75112
805,33646
806,1107903
807,314300
808,206527
809,9348
810,3816
811,47847
812,16195
813,206
814,28392
815,3241
816,835
817,2525
818,828
819,211856
820,200058
821,1239
822,702
823,108613
824,69498
825,148550
