-10228.300299999974,24514.161199999973,-2166.39086914062
-9978.300299999974,24514.161199999973,-2166.39086914062
-9728.300299999974,24514.161199999973,-2166.39086914062
-9478.300299999974,24514.161199999973,-2154.01391601562
-9228.300299999974,24514.161199999973,-2154.01391601562
-8978.300299999974,24514.161199999973,-2134.751953125
-8728.300299999974,24514.161199999973,-2134.751953125
-8478.300299999974,24514.161199999973,-2108.53637695312
-8228.300299999974,24514.161199999973,-2108.53637695312
-7978.3002999999735,24514.161199999973,-2053.1796875
-7728.3002999999735,24514.161199999973,-2053.1796875
-7478.3002999999735,24514.161199999973,-2023.79931640625
-7228.3002999999735,24514.161199999973,-2023.79931640625
-6978.3002999999735,24514.161199999973,-1992.98742675781
-6728.3002999999735,24514.161199999973,-1963.10339355469
-6478.3002999999735,24514.161199999973,-1963.10339355469
-6228.3002999999735,24514.161199999973,-1935.38513183594
-5978.3002999999735,24514.161199999973,-1935.38513183594
-5728.3002999999735,24514.161199999973,-1935.38513183594
-5478.3002999999735,24514.161199999973,-1935.38513183594
-5228.3002999999735,24514.161199999973,-1916.62915039062
-4978.3002999999735,24514.161199999973,-1916.62915039062
-4728.3002999999735,24514.161199999973,-1906.8310546875
-4478.3002999999735,24514.161199999973,-1906.8310546875
-4228.3002999999735,24514.161199999973,-1899.30590820312
-3978.3002999999735,24514.161199999973,-1899.30590820312
-3728.3002999999735,24514.161199999973,-1889.99340820312
-3478.3002999999735,24514.161199999973,-1889.19250488281
-3228.3002999999735,24514.161199999973,-1889.19250488281
-2978.3002999999735,24514.161199999973,-1889.85864257812
-2728.3002999999735,24514.161199999973,-1889.85864257812
-2478.3002999999735,24514.161199999973,-1891.94445800781
-2228.3002999999735,24514.161199999973,-1891.94445800781
-1978.3002999999735,24514.161199999973,-1893.70935058594
-1728.3002999999735,24514.161199999973,-1893.70935058594
-1478.3002999999735,24514.161199999973,-1895.27014160156
-1228.3002999999735,24514.161199999973,-1895.27014160156
-978.3002999999735,24514.161199999973,-1895.27014160156
-728.3002999999735,24514.161199999973,-1895.27014160156
-478.3002999999735,24514.161199999973,-1898.53527832031
-228.3002999999735,24514.161199999973,-1903.23425292969
21.699700000026496,24514.161199999973,-1903.23425292969
271.6997000000265,24514.161199999973,-1901.09887695312
521.6997000000265,24514.161199999973,-1901.09887695312
771.6997000000265,24514.161199999973,-1899.83337402344
1021.6997000000265,24514.161199999973,-1899.83337402344
1271.6997000000265,24514.161199999973,-1899.63049316406
1521.6997000000265,24514.161199999973,-1899.63049316406
1771.6997000000265,24514.161199999973,-1886.8955078125
2021.6997000000265,24514.161199999973,-1886.8955078125
2271.6997000000265,24514.161199999973,-1861.24426269531
2521.6997000000265,24514.161199999973,-1861.24426269531
2771.6997000000265,24514.161199999973,-1835.63342285156
3021.6997000000265,24514.161199999973,-1835.63342285156
3271.6997000000265,24514.161199999973,-1835.63342285156
3521.6997000000265,24514.161199999973,-1810.91149902344
3771.6997000000265,24514.161199999973,-1810.91149902344
4021.6997000000265,24514.161199999973,-1791.78210449219
4271.6997000000265,24514.161199999973,-1791.78210449219
4521.6997000000265,24514.161199999973,-1764.48461914062
4771.6997000000265,24514.161199999973,-1764.48461914062
5021.6997000000265,24514.161199999973,-1751.63562011719
5271.6997000000265,24514.161199999973,-1751.63562011719
5521.6997000000265,24514.161199999973,-1743.556640625
5771.6997000000265,24514.161199999973,-1743.556640625
6021.6997000000265,24514.161199999973,-1740.17468261719
6271.6997000000265,24514.161199999973,-1736.99853515625
6521.6997000000265,24514.161199999973,-1736.99853515625
6771.6997000000265,24514.161199999973,-1732.36572265625
7021.6997000000265,24514.161199999973,-1732.36572265625
7271.6997000000265,24514.161199999973,-1721.64184570312
7521.6997000000265,24514.161199999973,-1721.64184570312
7771.6997000000265,24514.161199999973,-1721.64184570312
8021.6997000000265,24514.161199999973,-1721.64184570312
8271.699700000026,24514.161199999973,-1705.04174804688
8521.699700000026,24514.161199999973,-1705.04174804688
8771.699700000026,24514.161199999973,-1670.77404785156
9021.699700000026,24514.161199999973,-1670.77404785156
9271.699700000026,24514.161199999973,-1657.55932617188
9521.699700000026,24514.161199999973,-1648.17578125
9771.699700000026,24514.161199999973,-1648.17578125
10021.699700000026,24514.161199999973,-1640.58215332031
10271.699700000026,24514.161199999973,-1640.58215332031
10521.699700000026,24514.161199999973,-1634.49426269531
10771.699700000026,24514.161199999973,-1634.49426269531
11021.699700000026,24514.161199999973,-1630.76745605469
11271.699700000026,24514.161199999973,-1630.76745605469
11521.699700000026,24514.161199999973,-1629.07934570312
11771.699700000026,24514.161199999973,-1629.07934570312
12021.699700000026,24514.161199999973,-1629.07934570312
12271.699700000026,24514.161199999973,-1629.07934570312
